icao,iata,name,location,country,timezone,hub,lat,lon
SPJE,default,Shumba Airport,Jaen,PE,America/Lima,0,-5.5924801826,-78.7740020752
SPJI,JJI,Juanjui Airport,Juanjui,PE,America/Lima,0,-7.1690998077,-76.7285995483
SPJJ,JAU,Francisco Carle Airport,Jauja,PE,America/Lima,0,-11.7831001282,-75.4733963013
SPJL,JUL,Inca Manco Capac International Airport,Juliaca,PE,America/Lima,0,-15.4671001434,-70.158203125
SPJN,SJA,San Juan de Marcona Airport,San Juan de Marcona,PE,America/Lima,0,-15.3524999619,-75.1371994019
SPJR,CJA,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,PE,America/Lima,0,-7.1391801834,-78.489402771
SPLA,default,Luisiana Airport,Luisiana,PE,America/Lima,0,-12.6667003632,-73.7332992554
SPLC,default,Mariano Melgar,La Joya,PE,America/Lima,0,-16.7915000916,-71.8865966797
SPLD,default,Celendin Airport,Celendin,PE,America/Lima,0,-6.8675999641,-78.1499023438
SPLG,default,Lagarto Nuevo Airport,Lagarto,PE,America/Lima,0,-12.6415996552,-69.8375015259
SPLN,RIM,San Nicolas Airport,Rodriguez de Mendoza,PE,America/Lima,0,-6.3923101425,-77.5011978149
SPLO,ILQ,Ilo Airport,Ilo,PE,America/Lima,0,-17.6949996948,-71.34400177
SPLP,default,Las Palmas Airport,Chorrillos,PE,America/Lima,0,-12.1606998444,-76.9989013672
SPLS,default,Zorrillos Airport,Zorrillos,PE,America/Lima,0,-8.4169998169,-75.1330032349
SPLT,default,Lobitos Airport,Lobitos,PE,America/Lima,0,-4.4486112595,-81.2755584717
SPME,TBP,Capitan FAP Pedro Canga Rodriguez Airport,Tumbes,PE,America/Lima,0,-3.5525300503,-80.381401062
SPMF,default,Manuel Prado Ugarteche Airport,Mazamari,PE,America/Lima,0,-11.3254003525,-74.5355987549
SPMR,SMG,Santa Maria Airport,Santa Maria,PE,America/Lima,0,-11.9833335876,-77
SPMS,YMS,Moises Benzaquen Rengifo Airport,Yurimaguas,PE,America/Lima,0,-5.8937702179,-76.1182022095
SPNC,HUU,Alferez Fap David Figueroa Fernandini Airport,Huanuco,PE,America/Lima,0,-9.8788099289,-76.2048034668
SPNH,default,Laguna Choclococha Airport,Choclococha,PE,America/Lima,0,-13.1656999588,-75.0719985962
SPNM,default,Nuevo Mundo Airport,Nuevo Mundo,PE,America/Lima,0,-11.5415000916,-73.1421966553
SPNO,default,Ancon Airport,Ancon,PE,America/Lima,0,-11.7946996689,-77.1809005737
SPNP,default,Ventilla Airport,Ventilla,PE,America/Lima,0,-15.8000001907,-70.0500030518
SPNR,default,Ricran Airport,Ricran,PE,America/Lima,0,-10.7779502869,-76.2513122559
SPNT,default,Intuto Airport,Intuto,PE,America/Lima,0,-3.5829999447,-74.75
SPNU,default,Manu Airport,Manu,PE,America/Lima,0,-12.2829999924,-70.8830032349
SPOA,SQU,Saposoa Airport,Plaza Saposoa,PE,America/Lima,0,-6.9600300789,-76.7684020996
SPOL,default,Collique Airport,Collique Bajo,PE,America/Lima,0,-11.9287004471,-77.0610961914
SPON,default,Orellana Airport,Orellana,PE,America/Lima,0,-6.8967499733,-75.1521987915
SPOR,default,Orcopampa Airport,Orcopampa,PE,America/Lima,0,-15.3170003891,-72.3499984741
SPOS,default,Zorritos Airport,Contralmirante Villar,PE,America/Lima,0,-3.6737399101,-80.6523971558
SPOV,default,Shiringayoc/Hacienda Hda Mejia Airport,Leon Velarde,PE,America/Lima,0,-11.8999996185,-69.1669998169
SPOY,default,Atico Airport,Atico,PE,America/Lima,0,-16.2322216034,-73.611946106
SPPA,default,Puerto Ocopa Airport,Puerto Ocopa,PE,America/Lima,0,-11.1330003738,-74.3499984741
SPPB,default,Tipishsa Airport,Puerto Breu,PE,America/Lima,0,-9.5330600739,-72.7568969727
SPPG,default,Paramonga Airport,Paramonga,PE,America/Lima,0,-10.6669998169,-77.8330001831
SPPH,default,Pampa Hermosa Airport,Pampa Hermosa,PE,America/Lima,0,-7.1999998093,-75.3000030518
SPPL,default,Playa Airport,Trismaje,PE,America/Lima,0,-8.5178203583,-76.4804992676
SPPM,default,Pomacocha Airport,Pomacocha,PE,America/Lima,0,-15.1792001724,-73.2743988037
SPPN,default,Palmas del Espino Airport,Palmas del Espino,PE,America/Lima,0,-8.2925901413,-76.4395980835
SPPO,default,Pozuzo Airport,Pozuzo,PE,America/Lima,0,-10.0700998306,-75.5500030518
SPPP,default,Huanacopampa Airport,Huanacopampa,PE,America/Lima,0,-14.1559000015,-72.2837982178
SPPY,CHH,Chachapoyas Airport,Chachapoyas,PE,America/Lima,0,-6.2018098831,-77.8561019897
SPPZ,default,Palcazu Airport,Porvenir,PE,America/Lima,0,-9.8958330154,-75.1177749634
SPQI,default,Kiteni Airport,La Convencion,PE,America/Lima,0,-12.6491003036,-73.0378036499
SPQJ,default,Jaqui Airport,Jaqui,PE,America/Lima,0,-15.4666671753,-74.4333343506
SPQN,REQ,Requena Airport,Requena,PE,America/Lima,0,-5.0669999123,-73.8669967651
SPQR,default,Quiruvilca Airport,Qiruvilca,PE,America/Lima,0,-7.9666666985,-78.1999969482
SPQT,IQT,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,PE,America/Lima,0,-3.7847399712,-73.3087997437
SPQU,AQP,Rodriguez Ballon International Airport,Arequipa,PE,America/Lima,0,-16.3411006927,-71.5830993652
SPRF,default,San Rafael Airport,San Rafael,PE,America/Lima,0,-14.2670001984,-70.4670028687
SPRG,default,San Regis Airport,Chincha,PE,America/Lima,0,-13.5166664124,-76.0999984741
SPRL,default,Imperial Airport,Imperial,PE,America/Lima,0,-12.3166666031,-75.0666656494
SPRM,default,Capitan FAP Leonardo Alvarino Herr Airport,San Ramon,PE,America/Lima,0,-11.1286001205,-75.3505020142
SPRU,TRU,Capitan FAP Carlos Martinez De Pinillos International Airport,Trujillo,PE,America/Lima,0,-8.081410408,-79.1088027954
SPSA,default,Casma Airport,Casma,PE,America/Lima,0,-9.4499998093,-78.3000030518
SPSE,default,Sepahua Airport,Sepahua,PE,America/Lima,0,-11.1417999268,-73.0335006714
SPSF,SQD,San Francisco Airport,San Francisco de Yeso,PE,America/Lima,0,-6.6166801453,-77.7667007446
SPSI,default,Siguas Airport,Siguas,PE,America/Lima,0,-16.3670005798,-72.1669998169
SPSJ,default,San Jose de Sisa Airport,El Dorado,PE,America/Lima,0,-6.6164898872,-76.6884002686
SPSL,default,Lamas Airport,Lamas,PE,America/Lima,0,-6.4166665077,-76.5333328247
SPSN,default,Shapaja Airport,Shapaja,PE,America/Lima,0,-6.5797200203,-76.262802124
SPSO,PIO,Capitan FAP Renan Elias Olivera International Airport,Pisco,PE,America/Lima,0,-13.7448997498,-76.2202987671
SPSS,default,Masisea Airport,Masisea,PE,America/Lima,0,-8.6052780151,-74.304725647
SPST,TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,PE,America/Lima,0,-6.5087399483,-76.3731994629
SPSY,SYC,Shiringayoc Airport,Shiringayoc,PE,America/Lima,0,-11.8832998276,-69.1999969482
SPTA,default,Nauta Airport,Nauta,PE,America/Lima,0,-4.5332999229,-73.5500030518
SPTE,default,San Francisco Airport,San Francisco,PE,America/Lima,0,-12.5329999924,-73.8000030518
SPTI,default,Puerto Inca Airport,Puerto Inca,PE,America/Lima,0,-9.3830003738,-74.9670028687
SPTN,TCQ,Coronel FAP Carlos Ciriani Santa Rosa International Airport,Tacna,PE,America/Lima,0,-18.0533008575,-70.2758026123
SPTP,default,El Pato Air Base,El Pato,PE,America/Lima,0,-4.5498099327,-81.2240982056
SPTQ,default,Toquepala Airport,Toquepala,PE,America/Lima,0,-17.2994995117,-70.6528015137
SPTR,default,Tournavista Airport,Tournavista,PE,America/Lima,0,-8.9169998169,-74.733001709
SPTU,PEM,Padre Aldamiz International Airport,Puerto Maldonado,PE,America/Lima,0,-12.6135997772,-69.2285995483
SPTY,default,Tintay Airport,Tintay,PE,America/Lima,0,-13.9591665268,-73.185836792
SPUC,default,Huamachuco Airport,Huamachuco,PE,America/Lima,0,-7.8216400146,-78.0417022705
SPUR,PIU,Capitan FAP Guillermo Concha Iberico International Airport,Piura,PE,America/Lima,0,-5.2057499886,-80.6164016724
SPVA,default,Hacienda El Valor Airport,El Valor,PE,America/Lima,0,-5.6624999046,-78.6447219849
SPVI,default,Vicco Airport,Vicco,PE,America/Lima,0,-10.8478441238,-76.2469558716
SPVL,default,Caraveli Airport,Caraveli,PE,America/Lima,0,-15.7670001984,-73.3669967651
SPVR,default,Vitor Airport,Vitor,PE,America/Lima,0,-16.4291992188,-71.8377990723
SPYA,default,Luya Airport,Luya,PE,America/Lima,0,-6.6916999817,-79.7016983032
SPYL,TYL,Capitan Montes Airport,default,PE,America/Lima,0,-4.5766401291,-81.2540969849
SPYO,default,Pacasmayo Airport,Pacasmayo,PE,America/Lima,0,-7.4069399834,-79.568901062
SPYU,default,Yauca Airport,Yauca,PE,America/Lima,0,-15.6189002991,-74.5361022949
SPZA,NZA,Maria Reiche Neuman Airport,default,PE,America/Lima,0,-14.8540000916,-74.9615020752
SPZH,default,Pachiza Airport,Pachiza,PE,America/Lima,0,-7.2992801666,-76.774597168
SPZO,CUZ,Alejandro Velasco Astete International Airport,Cusco,PE,America/Lima,0,-13.5356998444,-71.9387969971
SPZT,default,Chazuta Airport,Chazuta,PE,America/Lima,0,-6.5741667747,-76.1366653442
SSAB,default,Ibaiti Airport,Ibaiti,BR,America/Sao_Paulo,0,-23.7621994019,-50.2630004883
SSAD,default,Fazenda Ribeirao Airport,Chapadao Do Sul,BR,America/Campo_Grande,0,-18.763999939,-52.9175987244
SSAE,default,Arroio Grande Airport,Arroio Grande,BR,America/Sao_Paulo,0,-32.2241668701,-53.0672225952
SSAF,default,Aeroclube de Foz do Iguacu Airport,Santa Terezinha De Itaipu,BR,America/Sao_Paulo,0,-25.3694438934,-54.4705543518
SSAG,default,Fazenda Agropecuaria Lobo Ltda Airport,Agua Clara,BR,America/Campo_Grande,0,-19.7166671753,-52.7255554199
SSAJ,default,Fazenda Esperanca Airport,Bataipora,BR,America/Campo_Grande,0,-22.2755565643,-53.3119430542
SSAK,default,Aeroclube Airport,Cruz Alta,BR,America/Sao_Paulo,0,-28.6577777863,-53.6105575562
SSAM,default,Amambai Airport,Amambai,BR,America/Campo_Grande,0,-23.1427783966,-55.2077789307
SSAN,default,Andira Airport,Andira,BR,America/Sao_Paulo,0,-23.027299881,-50.2275009155
SSAP,APU,Apucarana Airport,Apucarana,BR,America/Sao_Paulo,0,-23.609500885,-51.3844985962
SSAQ,0,Aeroclube Airport,Passo Fundo,BR,America/Sao_Paulo,0,-28.2506008148,-52.5167007446
SSAR,default,Fazenda Jacare Airport,Campo Grande,BR,America/Campo_Grande,0,-21.5030555725,-53.9674987793
SSAU,default,Centeno Airport,Tapes,BR,America/Sao_Paulo,0,-30.7474994659,-51.4288902283
SSAV,default,Fazenda Amonguija Airport,Porto Murtinho,BR,America/Campo_Grande,0,-21.6908321381,-57.4741668701
SSAW,default,Fazenda Japecanga Airport,Ribas Do Rio Pardo,BR,America/Campo_Grande,0,-20.8052787781,-54.0780563354
SSAY,default,Sitio Pouso do Aviador Airport,Campo Grande,BR,America/Campo_Grande,0,-20.4885005951,-54.4828987122
SSBA,default,Fazenda Bela Vista Airport,Camapua,BR,America/Campo_Grande,0,-19.0319442749,-53.6711120605
SSBB,default,Estrela Dalva Airport,Bodoquena,BR,America/Campo_Grande,0,-20.6749992371,-56.629699707
SSBC,default,Malibu Confinamento - MC Airport,Castilho,BR,America/Sao_Paulo,0,-20.7261104584,-51.5886116028
SSBD,default,Sobradinho Airport,Sobradinho,BR,America/Sao_Paulo,0,-29.3963890076,-52.9916687012
SSBE,default,Camapua Airport,Camapua,BR,America/Campo_Grande,0,-19.598400116,-54.0210990906
SSBF,default,Fazenda JL Airport,Aparecida Do Taboado,BR,America/Campo_Grande,0,-20.0044441223,-51.3866653442
SSBG,BGV,Aeroclube de Bento Goncalves Airport,Bento Goncalves,BR,America/Sao_Paulo,0,-29.1483325958,-51.5363883972
SSBH,default,Fazenda Baia do Lara Airport,Corumba,BR,America/Campo_Grande,0,-17.5677776337,-55.2883338928
SSBJ,default,Bom Jesus Airport,Bom Jesus,BR,America/Sao_Paulo,0,-28.61277771,-50.4494438171
SSBK,default,Fazenda Araruna Airport,Sonora,BR,America/Campo_Grande,0,-17.5827789307,-54.6408348083
SSBL,BNU,Blumenau Airport,Blumenau,BR,America/Sao_Paulo,0,-26.8306007385,-49.0903015137
SSBM,default,Fazenda Lageado Airport,Dois Irmaos Do Buriti,BR,America/Campo_Grande,0,-20.2975006104,-55.4258346558
SSBN,default,Belem Novo Airport,Porto Alegre,BR,America/Sao_Paulo,0,-30.1877784729,-51.1827774048
SSBO,default,Palmares Airport,Bossoroca,BR,America/Sao_Paulo,0,-28.7222213745,-54.8908348083
SSBQ,default,Frigorifico Marfrig Airport,Bataguassu,BR,America/Campo_Grande,0,-21.7466678619,-52.4783325195
SSBR,0,Bandeirantes Airport,Bandeirantes,BR,America/Sao_Paulo,0,-23.0727996826,-50.4230995178
SSBS,default,Fazenda Boa Esperanca Airport,Brasilandia,BR,America/Campo_Grande,0,-21.2491664886,-52.2894439697
SSBT,default,Fazenda Santa Ilidia Airport,Bataipora,BR,America/Campo_Grande,0,-22.324300766,-53.0950012207
SSBU,default,Fazenda Baguacu - Miragem Airport,Porto Murtinho,BR,America/Campo_Grande,0,-21.4563884735,-57.1402778625
SSBV,default,Bela Vista Airport,Bela Vista,BR,America/Campo_Grande,0,-22.0816001892,-56.5386009216
SSBW,default,Fazenda Boa Sorte Airport,Sidrolandia,BR,America/Campo_Grande,0,-20.9130554199,-55.0136108398
SSBX,default,Fazenda Lageado Airport,Coxim,BR,America/Campo_Grande,0,-18.4416675568,-54.7999992371
SSBY,default,Orlando Chesini Ometto Airport,Miranda,BR,America/Campo_Grande,0,-20.0995006561,-56.7938995361
SSBZ,default,Aeroclube Airport,Sapiranga,BR,America/Sao_Paulo,0,-29.6761112213,-50.981388092
SSCA,default,Fazenda Campo Bom Airport,Chapadao Do Sul,BR,America/Campo_Grande,0,-18.7394447327,-52.6199989319
SSCB,default,Fazenda Santa Maria Airport,Mundo Novo,BR,America/Sao_Paulo,0,-13.7758331299,-49.9469451904
SSCD,default,Chapadao do Sul Airport,Chapadao Do Sul,BR,America/Campo_Grande,0,-18.8377780914,-52.4866676331
SSCE,default,Aeroclube Airport,Bage,BR,America/Sao_Paulo,0,-31.3277778625,-54.1347236633
SSCF,default,Max Fontoura Airport,Campo Largo,BR,America/Sao_Paulo,0,-25.4322223663,-49.5299987793
SSCH,default,Fazenda Cachoeirao Airport,Nova Andradina,BR,America/Campo_Grande,0,-21.5972,-53.225
SSCI,default,Coxim Airport,Coxim,BR,America/Campo_Grande,0,-18.4776992798,-54.7146987915
SSCJ,default,Fazenda Celeiro Airport,Rio Brilhante,BR,America/Campo_Grande,0,-21.5416679382,-54.6616668701
SSCK,CCI,Concordia Airport,Concordia,BR,America/Sao_Paulo,0,-27.1805992126,-52.0527000427
SSCL,default,Cassilandia Airport,Cassilandia,BR,America/Campo_Grande,0,-19.1463890076,-51.6852798462
SSCM,default,Fazenda Cacadinha Airport,Rio Brilhante,BR,America/Campo_Grande,0,-21.6238899231,-54.8108329773
SSCN,QCN,Canela Airport,Canela,BR,America/Sao_Paulo,0,-29.3701992035,-50.8320007324
SSCO,default,Comandante Marilda Zaiden de Mesquita Airport,Capao Do Leao,BR,America/Sao_Paulo,0,-31.7741661072,-52.4513893127
SSCP,CKO,Cornelio Procopio Airport,Cornelio Procopio,BR,America/Sao_Paulo,0,-23.1525001526,-50.6025009155
SSCQ,default,Salca Airport,Cacequi,BR,America/Sao_Paulo,0,-29.8997211456,-54.9291687012
SSCR,default,Marechal Candido Rondon Airport,Marechal Candido Rondon,BR,America/Sao_Paulo,0,-24.5126991272,-54.0546989441
SSCS,default,Estancia Ema Airport,Campo Grande,BR,America/Campo_Grande,0,-20.6197223663,-54.7219429016
SSCT,default,Cianorte Airport,Cianorte,BR,America/Sao_Paulo,0,-23.6914997101,-52.6418991089
SSCU,default,Fazenda Santa Marina Airport,Santa Maria Das Barreiras,BR,America/Belem,0,-8.8680562973,-50.4794425964
SSCV,default,Capivari Airport,Capivari Do Sul,BR,America/Sao_Paulo,0,-30.134721756,-50.5086097717
SSCW,default,Fazenda Sao Sebastiao Airport,Corumba,BR,America/Campo_Grande,0,-18.0397224426,-56.0055541992
SSCX,default,Fazenda Coxilha Airport,Passo Fundo,BR,America/Sao_Paulo,0,-28.1172218323,-52.3172225952
SSDB,default,Fazenda Kurupay Airport,Angelica,BR,America/Campo_Grande,0,-22.0408325195,-53.7311096191
SSDC,default,Dionisio Cerqueira Airport,Dionisio Cerqueira,BR,America/Argentina/Cordoba,0,-26.295834,-53.630654
SSDE,default,Fazenda Barra Dourada Airport,Dourados,BR,America/Campo_Grande,0,-21.9880561829,-54.238609314
SSDF,default,Fazenda Sao Jose Airport,Corumba,BR,America/Campo_Grande,0,-20.0994434357,-57.3461112976
SSDG,default,Fazenda Nazare Airport,Santa Filomena,BR,America/Fortaleza,0,-9.3544435501,-45.5613899231
SSDH,default,Fazenda Caranday Airport,Corumba,BR,America/Campo_Grande,0,-20.2055568695,-57.063331604
SSDI,default,Fazenda Bacatuba Airport,Buriti Bravo,BR,America/Fortaleza,0,-5.6583328247,-43.7055549622
SSDJ,default,Fazenda Bonanza Airport,Camapua,BR,America/Campo_Grande,0,-19.0508327484,-54.0649986267
SSDK,default,Fazenda Vista Alegre Airport,Novo Horizonte Do Sul,BR,America/Campo_Grande,0,-22.5977783203,-53.6908340454
SSDL,default,Fazenda Ribeirao Airport,Ribeirao Goncalves,BR,America/Fortaleza,0,-8.0063886643,-45.338054657
SSDM,default,Aeroclube de Santana do Livramento Airport,Santana Do Livramento,BR,America/Montevideo,0,-30.822221756,-55.5763893127
SSDN,default,Fazenda Galileia Airport,Baixa Grande Do Ribeiro,BR,America/Fortaleza,0,-9.1044,-45.4166679382
SSDO,DOU,Dourados Airport,Dourados,BR,America/Campo_Grande,0,-22.2019004822,-54.9266014099
SSDP,default,Fazenda Fortaleza do Guapore Airport,Vila Bela Da Santissima Trindade,BR,America/Cuiaba,0,-14.459444046,-60.1780548096
SSDQ,default,Fazenda Marema Airport,Miranda,BR,America/Campo_Grande,0,-20.1827774048,-56.6358337402
SSDS,default,Fazenda Bandeirantes Airport,Nova Crixas,BR,America/Sao_Paulo,0,-13.7072219849,-50.6477775574
SSDT,default,Fazenda Pau D`Arco Airport,Redencao,BR,America/Belem,0,-7.943611145,-50.1763877869
SSDU,default,Fazenda Modelo Airport,Pedro Gomes,BR,America/Campo_Grande,0,-17.9916667938,-54.2236099243
SSDV,default,Fazenda Santa Maria Airport,Coxim,BR,America/Campo_Grande,0,-18.2161102295,-55.4652786255
SSDW,default,Fazenda Potrich Airport,Sorriso,BR,America/Cuiaba,0,-12.9244441986,-55.5191688538
SSDX,default,Fazenda da Coxilha Airport,Camaqua,BR,America/Sao_Paulo,0,-31,-51.7005577087
SSDY,default,Fazenda Duas Irmas Airport,Guiratinga,BR,America/Cuiaba,0,-16.15666667,-53.00972222
SSDZ,default,Fazenda Divisao Airport,Amambai,BR,America/Campo_Grande,0,-23.1338882446,-54.6338882446
SSED,default,Fazenda Escalada Airport,Pedro Gomes,BR,America/Campo_Grande,0,-17.9566669464,-54.4191665649
SSEE,default,Regional do Vale do Taquari Airport,Estrela,BR,America/Sao_Paulo,0,-29.453332901,-51.9341659546
SSEF,default,Fazenda Passaredo Airport,Cajuru,BR,America/Sao_Paulo,0,-21.326944,-47.231111
SSEG,default,Estancia da Gruta Airport,Pelotas,BR,America/Sao_Paulo,0,-31.9424991608,-52.4794425964
SSEI,default,Fazenda Santo Andre Airport,Miranda,BR,America/Campo_Grande,0,-20.3386116028,-56.6983337402
SSEK,default,Fazenda Lontra Airport,Ribas Do Rio Pardo,BR,America/Campo_Grande,0,-20.0177783966,-53.2524986267
SSEL,default,Fazenda Jatiuca Airport,Agua Clara,BR,America/Campo_Grande,0,-20.1697216034,-52.9330558777
SSEO,default,Fazenda Mimoso Airport,Ribas Do Rio Pardo,BR,America/Campo_Grande,0,-20.7344436646,-53.5766677856
SSEP,0,Sao Sepe Airport,Sao Sepe,BR,America/Sao_Paulo,0,-30.1821994781,-53.5793991089
SSEQ,default,Fazenda Rio Brilhante Airport,Angelica,BR,America/Campo_Grande,0,-21.9233322144,-53.9399986267
SSER,ERM,Erechim Airport,Erechim,BR,America/Sao_Paulo,0,-27.6618995667,-52.2682991028
SSES,default,Encruzilhada do Sul Airport,Encruzilhada Do Sul,BR,America/Sao_Paulo,0,-30.558889389,-52.5825004578
SSET,default,Tambau Airport,Tambau,BR,America/Sao_Paulo,0,-21.69722222,-47.31555556
SSEU,default,Monte Carmelo Airport,Itaituba,BR,America/Santarem,0,-7.2830557823,-56.5769424438
SSEV,default,Sao Camilo Airport,Corumba,BR,America/Campo_Grande,0,-18.0872211456,-57.1313896179
SSEW,default,Sitio Limoeiro Airport,Pardinho,BR,America/Sao_Paulo,0,-23.15,-48.31
SSEX,default,Estancia Caiman Airport,Miranda,BR,America/Campo_Grande,0,-19.9661102295,-56.3108329773
SSEY,default,Estancia Itapororo Airport,Alegrete,BR,America/Sao_Paulo,0,-29.433889389,-56.3005561829
SSEZ,default,Espumoso Airport,Espumoso,BR,America/Sao_Paulo,0,-28.7374992371,-52.856388092
SSFA,default,Foz do Areia Airport,Pinhao,BR,America/Sao_Paulo,0,-25.9815006256,-51.6407012939
SSFB,FBE,Francisco Beltrao Airport,Francisco Beltrao,BR,America/Sao_Paulo,0,-26.0592002869,-53.0634994507
SSFD,default,Fazenda Acaraja Airport,Amambai,BR,America/Campo_Grande,0,-23.0011100769,-54.6994438171
SSFE,default,Estancia Hercules Airport,Foz Do Iguacu,BR,America/Asuncion,0,-25.4606990814,-54.5988006592
SSFF,default,Fazenda Sao Francisco Airport,Nova Alvorada Do Sul,BR,America/Campo_Grande,0,-21.1786117554,-54.293056488
SSFG,default,Fazenda Guanabara Airport,Paranapoema,BR,America/Sao_Paulo,0,-22.6583328247,-52.1305541992
SSFH,default,Vale dos Dinassauros Airport,Uberaba,BR,America/Sao_Paulo,0,-19.782222,-47.811944
SSFI,default,Fazenda Itamarati Airport,Ponta Pora,BR,America/Campo_Grande,0,-22.1881999969,-55.5778007507
SSFJ,default,Fazenda Retiro da Cachoeira Airport,Campo Grande,BR,America/Campo_Grande,0,-20.8077774048,-54.619720459
SSFK,default,Forte Coimbra Airport,Corumba,BR,America/Campo_Grande,0,-19.9061107635,-57.7794456482
SSFL,default,Joao Pereira dos Santos Filho Airport,Fronteiras,BR,America/Fortaleza,0,-7.0999999046,-40.6269454956
SSFM,default,Fazenda Marimbondo Airport,Conselheiro Mairinck,BR,America/Sao_Paulo,0,-23.5369434357,-50.0980567932
SSFN,default,Fazenda Novilho Airport,Caarapo,BR,America/Campo_Grande,0,-22.6191673279,-54.9258346558
SSFO,default,Fazenda Novo Horizonte Airport,Miranda,BR,America/Campo_Grande,0,-20.0397224426,-56.3202781677
SSFP,default,Fazenda Sao Paulo Airport,Tres Lagoas,BR,America/Campo_Grande,0,-20.8641662598,-52.1747207642
SSFQ,default,Fazenda Barra Nova Airport,Rio Brilhante,BR,America/Campo_Grande,0,-21.3197212219,-54.7352790833
SSFR,default,Fronteira Airport,Fronteira,BR,America/Sao_Paulo,0,-20.2775001526,-49.1908340454
SSFU,default,Fazenda Ligacao Airport,Sete Quedas,BR,America/Campo_Grande,0,-23.8480567932,-54.8161125183
SSFW,default,Fazenda Grotao Airport,Coxim,BR,America/Campo_Grande,0,-18.6774997711,-54.3922233582
SSFX,default,Fazenda Primavera Airport,Nova Fatima,BR,America/Sao_Paulo,0,-23.4558334351,-50.5758323669
SSGA,default,Garibaldi Airport,Garibaldi,BR,America/Sao_Paulo,0,-29.2693996429,-51.5317001343
SSGB,default,Guaratuba Airport,Guaratuba,BR,America/Sao_Paulo,0,-25.8815994263,-48.6120986938
SSGC,default,General Canrobert Pereira da Costa Airport,Aquidauana,BR,America/Campo_Grande,0,-20.4533004761,-55.757598877
SSGE,default,Fazenda Periquitos Airport,Tres Lagoas,BR,America/Campo_Grande,0,-20.5069446564,-51.8391685486
SSGF,default,Fazenda Formosa Airport,Ribas Do Rio Pardo,BR,America/Campo_Grande,0,-20.1994991302,-53.224899292
SSGG,default,Fazenda Jacare de Chifre Airport,Porto Murtinho,BR,America/Campo_Grande,0,-21.0277786255,-57.4972229004
SSGH,default,Fazenda Capao Verde Airport,Aquidauana,BR,America/Campo_Grande,0,-20.0736103058,-56.0683326721
SSGI,default,Astral Airport,Eldorado Do Sul,BR,America/Sao_Paulo,0,-30.0602779388,-51.4375
SSGJ,default,Fazenda Poleiro Grande Airport,Corumba,BR,America/Campo_Grande,0,-17.2497215271,-56.275554657
SSGK,default,Fazenda Volta Grande Airport,Maracaju,BR,America/Campo_Grande,0,-21.4558334351,-55.456943512
SSGM,default,Fazenda Seriema Airport,Bela Vista,BR,America/Campo_Grande,0,-21.6933326721,-56.5625
SSGN,default,Fazenda Guaiba Airport,Iguatemi,BR,America/Campo_Grande,0,-23.2391662598,-54.5411109924
SSGO,default,Rosada Airport,Sao Gabriel D`Oeste,BR,America/Campo_Grande,0,-19.4297218323,-54.587223053
SSGP,default,Piquet Airport,Brasilia,BR,America/Sao_Paulo,0,-15.8538894653,-47.806388855
SSGR,0,Guapore Airport,Guapore,BR,America/Sao_Paulo,0,-28.8946990967,-51.8553009033
SSGS,default,Fazenda Falcao Airport,Primavera Do Leste,BR,America/Cuiaba,0,-15.399444,-54.181111
SSGT,default,Fazenda Capao Alto Airport,Rio Brilhante,BR,America/Campo_Grande,0,-21.6988887787,-54.8138885498
SSGU,default,Fazenda Gurucaia Airport,Santa Isabel Do Ivai,BR,America/Sao_Paulo,0,-23.1933326721,-53.3283348083
SSGW,default,Goio-Ere Airport,Goio-Ere,BR,America/Sao_Paulo,0,-24.2203006744,-53.0444984436
SSGX,default,Fazenda Rio Negro Airport,Aquidauana,BR,America/Campo_Grande,0,-19.5683326721,-56.2455558777
SSGY,QGA,Guaira Airport,Guaira,BR,America/Campo_Grande,0,-24.0811004639,-54.1916999817
SSGZ,default,Fazenda Santa Helena do Pindo Airport,Navirai,BR,America/Campo_Grande,0,-22.8950004578,-53.8677787781
SSHA,default,Aeroclube de Aquidauana Airport,Aquidauana,BR,America/Campo_Grande,0,-20.4808330536,-55.769443512
SSHB,default,Fazenda Serra Dourada Airport,Ivate,BR,America/Sao_Paulo,0,-23.322221756,-53.4686126709
SSHC,default,Capitao Pedro Paranhos Airport,Guapirama,BR,America/Sao_Paulo,0,-23.429444,-50.167778
SSHD,default,Fazenda Bipandora II Airport,Itapora,BR,America/Campo_Grande,0,-22.0027770996,-54.9011116028
SSHF,default,Sitio Serra Negra Airport,Corumba,BR,America/Campo_Grande,0,-18.0333328247,-57.4833335876
SSHG,default,Antonio Joao Airport,Antonio Joao,BR,America/Campo_Grande,0,-22.3593997955,-55.7639007568
SSHI,default,Fazenda Dom Francisco Airport,Itaquirai,BR,America/Campo_Grande,0,-23.2511100769,-54.0483322144
SSHJ,default,Fazenda Santa Rita Airport,Ponta Pora,BR,America/Campo_Grande,0,-22.2672214508,-55.4880561829
SSHK,default,Fazenda Jaguarandy Airport,Ponta Pora,BR,America/Campo_Grande,0,-22.5897216797,-55.569442749
SSHL,default,Fazenda Jussara Airport,Jussara,BR,America/Sao_Paulo,0,-23.5750007629,-52.4083328247
